date,year,month,week_number,district,state,total_opd,fever_opd,diarrhea_opd,respiratory_opd,other_opd
2025-01-01,2025,1,1,Tiruppur,Tamil Nadu,141,56,25,22,38
2025-01-02,2025,1,1,Tiruppur,Tamil Nadu,204,62,29,29,84
2025-01-03,2025,1,1,Tiruppur,Tamil Nadu,215,71,41,26,77
2025-01-04,2025,1,1,Tiruppur,Tamil Nadu,126,41,15,20,50
2025-01-06,2025,1,2,Tiruppur,Tamil Nadu,99,42,18,17,22
2025-01-07,2025,1,2,Tiruppur,Tamil Nadu,149,60,22,20,47
2025-01-08,2025,1,2,Tiruppur,Tamil Nadu,223,69,28,23,103
2025-01-09,2025,1,2,Tiruppur,Tamil Nadu,198,78,26,34,60
2025-01-10,2025,1,2,Tiruppur,Tamil Nadu,200,65,20,31,84
2025-01-11,2025,1,2,Tiruppur,Tamil Nadu,98,42,10,14,32
2025-01-13,2025,1,3,Tiruppur,Tamil Nadu,200,60,25,31,84
2025-01-14,2025,1,3,Tiruppur,Tamil Nadu,113,38,13,16,46
2025-01-15,2025,1,3,Tiruppur,Tamil Nadu,176,64,19,21,72
2025-01-16,2025,1,3,Tiruppur,Tamil Nadu,176,78,28,23,47
2025-01-17,2025,1,3,Tiruppur,Tamil Nadu,132,59,24,15,34
2025-01-18,2025,1,3,Tiruppur,Tamil Nadu,77,34,14,11,18
2025-01-20,2025,1,4,Tiruppur,Tamil Nadu,100,31,12,15,42
2025-01-21,2025,1,4,Tiruppur,Tamil Nadu,193,65,33,29,66
2025-01-22,2025,1,4,Tiruppur,Tamil Nadu,148,55,21,25,47
2025-01-23,2025,1,4,Tiruppur,Tamil Nadu,139,54,26,23,36
2025-01-24,2025,1,4,Tiruppur,Tamil Nadu,128,49,23,20,36
2025-01-25,2025,1,4,Tiruppur,Tamil Nadu,124,44,18,17,45
2025-01-27,2025,1,5,Tiruppur,Tamil Nadu,227,100,29,28,70
2025-01-28,2025,1,5,Tiruppur,Tamil Nadu,187,63,27,26,71
2025-01-29,2025,1,5,Tiruppur,Tamil Nadu,126,47,16,15,48
2025-01-30,2025,1,5,Tiruppur,Tamil Nadu,134,46,19,13,56
2025-01-31,2025,1,5,Tiruppur,Tamil Nadu,207,63,32,28,84
2025-02-01,2025,2,5,Tiruppur,Tamil Nadu,83,29,12,9,33
2025-02-03,2025,2,6,Tiruppur,Tamil Nadu,211,69,29,35,78
2025-02-04,2025,2,6,Tiruppur,Tamil Nadu,113,40,20,12,41
2025-02-05,2025,2,6,Tiruppur,Tamil Nadu,104,43,15,17,29
2025-02-06,2025,2,6,Tiruppur,Tamil Nadu,155,62,20,16,57
2025-02-07,2025,2,6,Tiruppur,Tamil Nadu,127,51,25,21,30
2025-02-08,2025,2,6,Tiruppur,Tamil Nadu,82,32,16,10,24
2025-02-10,2025,2,7,Tiruppur,Tamil Nadu,112,39,16,15,42
2025-02-11,2025,2,7,Tiruppur,Tamil Nadu,252,83,38,39,92
2025-02-12,2025,2,7,Tiruppur,Tamil Nadu,169,72,25,17,55
2025-02-13,2025,2,7,Tiruppur,Tamil Nadu,117,39,18,16,44
2025-02-14,2025,2,7,Tiruppur,Tamil Nadu,166,51,22,22,71
2025-02-15,2025,2,7,Tiruppur,Tamil Nadu,137,59,20,22,36
2025-02-17,2025,2,8,Tiruppur,Tamil Nadu,195,65,27,25,78
2025-02-18,2025,2,8,Tiruppur,Tamil Nadu,245,93,26,29,97
2025-02-19,2025,2,8,Tiruppur,Tamil Nadu,102,39,13,13,37
2025-02-20,2025,2,8,Tiruppur,Tamil Nadu,108,33,15,17,43
2025-02-21,2025,2,8,Tiruppur,Tamil Nadu,170,62,20,20,68
2025-02-22,2025,2,8,Tiruppur,Tamil Nadu,104,44,15,17,28
2025-02-24,2025,2,9,Tiruppur,Tamil Nadu,198,86,22,22,68
2025-02-25,2025,2,9,Tiruppur,Tamil Nadu,189,59,28,33,69
2025-02-26,2025,2,9,Tiruppur,Tamil Nadu,174,61,18,29,66
2025-02-27,2025,2,9,Tiruppur,Tamil Nadu,128,46,20,17,45
2025-02-28,2025,2,9,Tiruppur,Tamil Nadu,191,83,30,27,51
2025-03-01,2025,3,9,Tiruppur,Tamil Nadu,59,18,9,9,23
2025-03-03,2025,3,10,Tiruppur,Tamil Nadu,168,71,19,17,61
2025-03-04,2025,3,10,Tiruppur,Tamil Nadu,137,48,15,23,51
2025-03-05,2025,3,10,Tiruppur,Tamil Nadu,191,77,36,22,56
2025-03-06,2025,3,10,Tiruppur,Tamil Nadu,146,51,25,22,48
2025-03-07,2025,3,10,Tiruppur,Tamil Nadu,188,76,29,19,64
2025-03-08,2025,3,10,Tiruppur,Tamil Nadu,69,21,10,8,30
2025-03-10,2025,3,11,Tiruppur,Tamil Nadu,129,42,12,19,56
2025-03-11,2025,3,11,Tiruppur,Tamil Nadu,142,54,17,23,48
2025-03-12,2025,3,11,Tiruppur,Tamil Nadu,112,37,12,16,47
2025-03-13,2025,3,11,Tiruppur,Tamil Nadu,91,31,13,10,37
2025-03-14,2025,3,11,Tiruppur,Tamil Nadu,118,37,15,12,54
2025-03-15,2025,3,11,Tiruppur,Tamil Nadu,78,27,12,13,26
2025-03-17,2025,3,12,Tiruppur,Tamil Nadu,179,61,22,22,74
2025-03-18,2025,3,12,Tiruppur,Tamil Nadu,151,54,15,18,64
2025-03-19,2025,3,12,Tiruppur,Tamil Nadu,158,62,27,28,41
2025-03-20,2025,3,12,Tiruppur,Tamil Nadu,148,44,23,18,63
2025-03-21,2025,3,12,Tiruppur,Tamil Nadu,143,49,26,22,46
2025-03-22,2025,3,12,Tiruppur,Tamil Nadu,68,25,13,11,19
2025-03-24,2025,3,13,Tiruppur,Tamil Nadu,96,41,18,17,20
2025-03-25,2025,3,13,Tiruppur,Tamil Nadu,77,28,9,11,29
2025-03-26,2025,3,13,Tiruppur,Tamil Nadu,188,75,24,27,62
2025-03-27,2025,3,13,Tiruppur,Tamil Nadu,178,59,23,29,67
2025-03-28,2025,3,13,Tiruppur,Tamil Nadu,107,39,14,17,37
2025-03-29,2025,3,13,Tiruppur,Tamil Nadu,83,25,16,9,33
2025-03-31,2025,3,14,Tiruppur,Tamil Nadu,126,44,16,19,47
2025-04-01,2025,4,14,Tiruppur,Tamil Nadu,208,86,25,30,67
2025-04-02,2025,4,14,Tiruppur,Tamil Nadu,287,122,40,34,91
2025-04-03,2025,4,14,Tiruppur,Tamil Nadu,182,69,34,21,58
2025-04-04,2025,4,14,Tiruppur,Tamil Nadu,241,74,42,28,97
2025-04-05,2025,4,14,Tiruppur,Tamil Nadu,155,49,18,18,70
2025-04-07,2025,4,15,Tiruppur,Tamil Nadu,173,71,27,23,52
2025-04-08,2025,4,15,Tiruppur,Tamil Nadu,241,85,27,40,89
2025-04-09,2025,4,15,Tiruppur,Tamil Nadu,376,117,53,37,169
2025-04-10,2025,4,15,Tiruppur,Tamil Nadu,310,111,54,46,99
2025-04-11,2025,4,15,Tiruppur,Tamil Nadu,168,55,18,29,66
2025-04-12,2025,4,15,Tiruppur,Tamil Nadu,155,61,29,27,38
2025-04-14,2025,4,16,Tiruppur,Tamil Nadu,143,48,26,14,55
2025-04-15,2025,4,16,Tiruppur,Tamil Nadu,288,102,40,29,117
2025-04-16,2025,4,16,Tiruppur,Tamil Nadu,250,91,45,39,75
2025-04-17,2025,4,16,Tiruppur,Tamil Nadu,120,36,18,14,52
2025-04-18,2025,4,16,Tiruppur,Tamil Nadu,264,106,32,45,81
2025-04-19,2025,4,16,Tiruppur,Tamil Nadu,104,37,17,12,38
2025-04-21,2025,4,17,Tiruppur,Tamil Nadu,222,74,24,32,92
2025-04-22,2025,4,17,Tiruppur,Tamil Nadu,263,108,48,28,79
2025-04-23,2025,4,17,Tiruppur,Tamil Nadu,271,120,44,40,67
2025-04-24,2025,4,17,Tiruppur,Tamil Nadu,303,134,54,51,64
2025-04-25,2025,4,17,Tiruppur,Tamil Nadu,117,35,18,14,50
2025-04-26,2025,4,17,Tiruppur,Tamil Nadu,126,38,16,21,51
2025-04-28,2025,4,18,Tiruppur,Tamil Nadu,168,68,28,17,55
2025-04-29,2025,4,18,Tiruppur,Tamil Nadu,232,80,32,23,97
2025-04-30,2025,4,18,Tiruppur,Tamil Nadu,194,84,30,27,53
2025-05-01,2025,5,18,Tiruppur,Tamil Nadu,306,132,40,49,85
2025-05-02,2025,5,18,Tiruppur,Tamil Nadu,184,62,20,18,84
2025-05-03,2025,5,18,Tiruppur,Tamil Nadu,102,45,19,12,26
2025-05-05,2025,5,19,Tiruppur,Tamil Nadu,220,66,31,33,90
2025-05-06,2025,5,19,Tiruppur,Tamil Nadu,277,93,44,40,100
2025-05-07,2025,5,19,Tiruppur,Tamil Nadu,323,138,55,47,83
2025-05-08,2025,5,19,Tiruppur,Tamil Nadu,258,108,36,29,85
2025-05-09,2025,5,19,Tiruppur,Tamil Nadu,216,89,35,24,68
2025-05-10,2025,5,19,Tiruppur,Tamil Nadu,123,39,13,19,52
2025-05-12,2025,5,20,Tiruppur,Tamil Nadu,272,121,35,37,79
2025-05-13,2025,5,20,Tiruppur,Tamil Nadu,256,110,47,39,60
2025-05-14,2025,5,20,Tiruppur,Tamil Nadu,160,67,30,26,37
2025-05-15,2025,5,20,Tiruppur,Tamil Nadu,175,72,27,31,45
2025-05-16,2025,5,20,Tiruppur,Tamil Nadu,127,53,23,21,30
2025-05-17,2025,5,20,Tiruppur,Tamil Nadu,114,38,18,19,39
2025-05-19,2025,5,21,Tiruppur,Tamil Nadu,281,106,37,42,96
2025-05-20,2025,5,21,Tiruppur,Tamil Nadu,163,59,19,20,65
2025-05-21,2025,5,21,Tiruppur,Tamil Nadu,135,44,22,15,54
2025-05-22,2025,5,21,Tiruppur,Tamil Nadu,230,98,39,35,58
2025-05-23,2025,5,21,Tiruppur,Tamil Nadu,130,55,22,16,37
2025-05-24,2025,5,21,Tiruppur,Tamil Nadu,75,29,8,10,28
2025-05-26,2025,5,22,Tiruppur,Tamil Nadu,227,84,42,39,62
2025-05-27,2025,5,22,Tiruppur,Tamil Nadu,191,84,35,31,41
2025-05-28,2025,5,22,Tiruppur,Tamil Nadu,251,104,43,27,77
2025-05-29,2025,5,22,Tiruppur,Tamil Nadu,320,126,59,40,95
2025-05-30,2025,5,22,Tiruppur,Tamil Nadu,212,65,27,32,88
2025-05-31,2025,5,22,Tiruppur,Tamil Nadu,90,29,13,10,38
2025-06-02,2025,6,23,Tiruppur,Tamil Nadu,164,61,31,28,44
2025-06-03,2025,6,23,Tiruppur,Tamil Nadu,203,72,31,31,69
2025-06-04,2025,6,23,Tiruppur,Tamil Nadu,186,69,21,27,69
2025-06-05,2025,6,23,Tiruppur,Tamil Nadu,187,81,29,19,58
2025-06-06,2025,6,23,Tiruppur,Tamil Nadu,239,91,36,37,75
2025-06-07,2025,6,23,Tiruppur,Tamil Nadu,158,55,20,25,58
2025-06-09,2025,6,24,Tiruppur,Tamil Nadu,208,85,22,25,76
2025-06-10,2025,6,24,Tiruppur,Tamil Nadu,306,136,45,35,90
2025-06-11,2025,6,24,Tiruppur,Tamil Nadu,206,62,23,35,86
2025-06-12,2025,6,24,Tiruppur,Tamil Nadu,218,91,24,21,82
2025-06-13,2025,6,24,Tiruppur,Tamil Nadu,235,73,39,26,97
2025-06-14,2025,6,24,Tiruppur,Tamil Nadu,151,49,28,21,53
2025-06-16,2025,6,25,Tiruppur,Tamil Nadu,253,79,28,31,115
2025-06-17,2025,6,25,Tiruppur,Tamil Nadu,234,70,36,24,104
2025-06-18,2025,6,25,Tiruppur,Tamil Nadu,277,87,40,40,110
2025-06-19,2025,6,25,Tiruppur,Tamil Nadu,202,84,39,29,50
2025-06-20,2025,6,25,Tiruppur,Tamil Nadu,151,47,25,24,55
2025-06-21,2025,6,25,Tiruppur,Tamil Nadu,108,41,19,13,35
2025-06-23,2025,6,26,Tiruppur,Tamil Nadu,202,74,24,35,69
2025-06-24,2025,6,26,Tiruppur,Tamil Nadu,171,53,22,21,75
2025-06-25,2025,6,26,Tiruppur,Tamil Nadu,264,112,32,39,81
2025-06-26,2025,6,26,Tiruppur,Tamil Nadu,188,63,33,31,61
2025-06-27,2025,6,26,Tiruppur,Tamil Nadu,253,87,50,41,75
2025-06-28,2025,6,26,Tiruppur,Tamil Nadu,165,73,27,26,39
2025-06-30,2025,6,27,Tiruppur,Tamil Nadu,189,65,22,19,83
2025-07-01,2025,7,27,Tiruppur,Tamil Nadu,146,50,22,17,57
2025-07-02,2025,7,27,Tiruppur,Tamil Nadu,187,70,31,20,66
2025-07-03,2025,7,27,Tiruppur,Tamil Nadu,233,85,25,34,89
2025-07-04,2025,7,27,Tiruppur,Tamil Nadu,224,73,34,25,92
2025-07-05,2025,7,27,Tiruppur,Tamil Nadu,90,30,9,13,38
2025-07-07,2025,7,28,Tiruppur,Tamil Nadu,274,92,47,37,98
2025-07-08,2025,7,28,Tiruppur,Tamil Nadu,124,53,24,18,29
2025-07-09,2025,7,28,Tiruppur,Tamil Nadu,300,97,42,49,112
2025-07-10,2025,7,28,Tiruppur,Tamil Nadu,170,65,24,29,52
2025-07-11,2025,7,28,Tiruppur,Tamil Nadu,160,49,27,22,62
2025-07-12,2025,7,28,Tiruppur,Tamil Nadu,87,29,14,15,29
2025-07-14,2025,7,29,Tiruppur,Tamil Nadu,172,57,25,25,65
2025-07-15,2025,7,29,Tiruppur,Tamil Nadu,226,78,42,37,69
2025-07-16,2025,7,29,Tiruppur,Tamil Nadu,131,49,22,22,38
2025-07-17,2025,7,29,Tiruppur,Tamil Nadu,211,88,39,25,59
2025-07-18,2025,7,29,Tiruppur,Tamil Nadu,261,85,28,31,117
2025-07-19,2025,7,29,Tiruppur,Tamil Nadu,161,56,17,20,68
2025-07-21,2025,7,30,Tiruppur,Tamil Nadu,271,90,50,47,84
2025-07-22,2025,7,30,Tiruppur,Tamil Nadu,172,51,27,21,73
2025-07-23,2025,7,30,Tiruppur,Tamil Nadu,161,71,20,20,50
2025-07-24,2025,7,30,Tiruppur,Tamil Nadu,202,85,36,33,48
2025-07-25,2025,7,30,Tiruppur,Tamil Nadu,107,43,18,11,35
2025-07-26,2025,7,30,Tiruppur,Tamil Nadu,119,46,17,17,39
2025-07-28,2025,7,31,Tiruppur,Tamil Nadu,129,44,18,20,47
2025-07-29,2025,7,31,Tiruppur,Tamil Nadu,259,112,51,44,52
2025-07-30,2025,7,31,Tiruppur,Tamil Nadu,264,103,40,31,90
2025-07-31,2025,7,31,Tiruppur,Tamil Nadu,187,72,24,32,59
2025-08-01,2025,8,31,Tiruppur,Tamil Nadu,105,37,14,16,38
2025-08-02,2025,8,31,Tiruppur,Tamil Nadu,73,29,10,11,23
2025-08-04,2025,8,32,Tiruppur,Tamil Nadu,74,33,11,11,19
2025-08-05,2025,8,32,Tiruppur,Tamil Nadu,182,68,33,23,58
2025-08-06,2025,8,32,Tiruppur,Tamil Nadu,181,64,33,23,61
2025-08-07,2025,8,32,Tiruppur,Tamil Nadu,101,32,19,11,39
2025-08-08,2025,8,32,Tiruppur,Tamil Nadu,81,25,10,10,36
2025-08-09,2025,8,32,Tiruppur,Tamil Nadu,88,36,11,8,33
2025-08-11,2025,8,33,Tiruppur,Tamil Nadu,95,37,15,12,31
2025-08-12,2025,8,33,Tiruppur,Tamil Nadu,137,43,15,24,55
2025-08-13,2025,8,33,Tiruppur,Tamil Nadu,187,65,26,31,65
2025-08-14,2025,8,33,Tiruppur,Tamil Nadu,108,48,14,12,34
2025-08-15,2025,8,33,Tiruppur,Tamil Nadu,171,53,20,19,79
2025-08-16,2025,8,33,Tiruppur,Tamil Nadu,83,27,8,14,34
2025-08-18,2025,8,34,Tiruppur,Tamil Nadu,215,84,42,35,54
2025-08-19,2025,8,34,Tiruppur,Tamil Nadu,169,58,19,23,69
2025-08-20,2025,8,34,Tiruppur,Tamil Nadu,201,84,35,21,61
2025-08-21,2025,8,34,Tiruppur,Tamil Nadu,150,46,15,19,70
2025-08-22,2025,8,34,Tiruppur,Tamil Nadu,90,40,10,14,26
2025-08-23,2025,8,34,Tiruppur,Tamil Nadu,53,19,5,6,23
2025-08-25,2025,8,35,Tiruppur,Tamil Nadu,106,40,13,14,39
2025-08-26,2025,8,35,Tiruppur,Tamil Nadu,114,37,16,15,46
2025-08-27,2025,8,35,Tiruppur,Tamil Nadu,140,57,22,22,39
2025-08-28,2025,8,35,Tiruppur,Tamil Nadu,136,54,24,22,36
2025-08-29,2025,8,35,Tiruppur,Tamil Nadu,110,40,20,17,33
2025-08-30,2025,8,35,Tiruppur,Tamil Nadu,115,45,13,16,41
2025-09-01,2025,9,36,Tiruppur,Tamil Nadu,152,49,23,21,59
2025-09-02,2025,9,36,Tiruppur,Tamil Nadu,164,59,25,20,60
2025-09-03,2025,9,36,Tiruppur,Tamil Nadu,213,68,28,35,82
2025-09-04,2025,9,36,Tiruppur,Tamil Nadu,96,41,10,13,32
2025-09-05,2025,9,36,Tiruppur,Tamil Nadu,94,33,12,13,36
2025-09-06,2025,9,36,Tiruppur,Tamil Nadu,57,18,6,8,25
2025-09-08,2025,9,37,Tiruppur,Tamil Nadu,129,39,18,19,53
2025-09-09,2025,9,37,Tiruppur,Tamil Nadu,142,48,18,23,53
2025-09-10,2025,9,37,Tiruppur,Tamil Nadu,192,79,29,22,62
2025-09-11,2025,9,37,Tiruppur,Tamil Nadu,118,36,12,14,56
2025-09-12,2025,9,37,Tiruppur,Tamil Nadu,158,68,19,27,44
2025-09-13,2025,9,37,Tiruppur,Tamil Nadu,74,27,12,11,24
2025-09-15,2025,9,38,Tiruppur,Tamil Nadu,161,54,22,27,58
2025-09-16,2025,9,38,Tiruppur,Tamil Nadu,128,48,14,17,49
2025-09-17,2025,9,38,Tiruppur,Tamil Nadu,108,47,14,14,33
2025-09-18,2025,9,38,Tiruppur,Tamil Nadu,94,41,11,15,27
2025-09-19,2025,9,38,Tiruppur,Tamil Nadu,134,47,16,23,48
2025-09-20,2025,9,38,Tiruppur,Tamil Nadu,120,44,12,17,47
2025-09-22,2025,9,39,Tiruppur,Tamil Nadu,205,67,26,33,79
2025-09-23,2025,9,39,Tiruppur,Tamil Nadu,103,43,14,13,33
2025-09-24,2025,9,39,Tiruppur,Tamil Nadu,106,47,10,15,34
2025-09-25,2025,9,39,Tiruppur,Tamil Nadu,175,75,20,26,54
2025-09-26,2025,9,39,Tiruppur,Tamil Nadu,75,25,10,10,30
2025-09-27,2025,9,39,Tiruppur,Tamil Nadu,100,31,19,12,38
2025-09-29,2025,9,40,Tiruppur,Tamil Nadu,200,77,26,27,70
2025-09-30,2025,9,40,Tiruppur,Tamil Nadu,177,70,22,18,67
2025-10-01,2025,10,40,Tiruppur,Tamil Nadu,260,78,35,29,118
2025-10-02,2025,10,40,Tiruppur,Tamil Nadu,214,76,23,24,91
2025-10-03,2025,10,40,Tiruppur,Tamil Nadu,165,51,20,23,71
2025-10-04,2025,10,40,Tiruppur,Tamil Nadu,175,70,23,23,59
2025-10-06,2025,10,41,Tiruppur,Tamil Nadu,162,54,27,22,59
2025-10-07,2025,10,41,Tiruppur,Tamil Nadu,284,89,47,42,106
2025-10-08,2025,10,41,Tiruppur,Tamil Nadu,242,108,29,42,63
2025-10-09,2025,10,41,Tiruppur,Tamil Nadu,169,56,18,19,76
2025-10-10,2025,10,41,Tiruppur,Tamil Nadu,224,95,22,39,68
2025-10-11,2025,10,41,Tiruppur,Tamil Nadu,143,55,17,19,52
2025-10-13,2025,10,42,Tiruppur,Tamil Nadu,265,96,32,31,106
2025-10-14,2025,10,42,Tiruppur,Tamil Nadu,303,104,31,38,130
2025-10-15,2025,10,42,Tiruppur,Tamil Nadu,239,81,30,28,100
2025-10-16,2025,10,42,Tiruppur,Tamil Nadu,307,97,57,49,104
2025-10-17,2025,10,42,Tiruppur,Tamil Nadu,131,44,14,15,58
2025-10-18,2025,10,42,Tiruppur,Tamil Nadu,194,86,29,34,45
2025-10-20,2025,10,43,Tiruppur,Tamil Nadu,251,92,25,40,94
2025-10-21,2025,10,43,Tiruppur,Tamil Nadu,246,106,28,38,74
2025-10-22,2025,10,43,Tiruppur,Tamil Nadu,293,99,55,38,101
2025-10-23,2025,10,43,Tiruppur,Tamil Nadu,304,128,30,44,102
2025-10-24,2025,10,43,Tiruppur,Tamil Nadu,264,94,35,39,96
2025-10-25,2025,10,43,Tiruppur,Tamil Nadu,94,35,13,16,30
2025-10-27,2025,10,44,Tiruppur,Tamil Nadu,285,124,56,43,62
2025-10-28,2025,10,44,Tiruppur,Tamil Nadu,292,103,53,45,91
2025-10-29,2025,10,44,Tiruppur,Tamil Nadu,151,65,20,27,39
2025-10-30,2025,10,44,Tiruppur,Tamil Nadu,306,128,31,37,110
2025-10-31,2025,10,44,Tiruppur,Tamil Nadu,272,113,50,31,78
2025-11-01,2025,11,44,Tiruppur,Tamil Nadu,89,35,16,13,25
2025-11-03,2025,11,45,Tiruppur,Tamil Nadu,294,114,41,33,106
2025-11-04,2025,11,45,Tiruppur,Tamil Nadu,168,52,32,22,62
2025-11-05,2025,11,45,Tiruppur,Tamil Nadu,181,54,21,31,75
2025-11-06,2025,11,45,Tiruppur,Tamil Nadu,344,142,56,46,100
2025-11-07,2025,11,45,Tiruppur,Tamil Nadu,323,139,40,55,89
2025-11-08,2025,11,45,Tiruppur,Tamil Nadu,83,28,9,11,35
2025-11-10,2025,11,46,Tiruppur,Tamil Nadu,353,125,44,55,129
2025-11-11,2025,11,46,Tiruppur,Tamil Nadu,267,100,44,45,78
2025-11-12,2025,11,46,Tiruppur,Tamil Nadu,278,85,38,29,126
2025-11-13,2025,11,46,Tiruppur,Tamil Nadu,308,119,31,44,114
2025-11-14,2025,11,46,Tiruppur,Tamil Nadu,141,55,18,16,52
2025-11-15,2025,11,46,Tiruppur,Tamil Nadu,152,67,22,16,47
2025-11-17,2025,11,47,Tiruppur,Tamil Nadu,193,72,25,23,73
2025-11-18,2025,11,47,Tiruppur,Tamil Nadu,151,61,19,21,50
2025-11-19,2025,11,47,Tiruppur,Tamil Nadu,240,79,29,34,98
2025-11-20,2025,11,47,Tiruppur,Tamil Nadu,219,82,23,33,81
2025-11-21,2025,11,47,Tiruppur,Tamil Nadu,297,92,40,45,120
2025-11-22,2025,11,47,Tiruppur,Tamil Nadu,170,64,32,21,53
2025-11-24,2025,11,48,Tiruppur,Tamil Nadu,296,105,32,33,126
2025-11-25,2025,11,48,Tiruppur,Tamil Nadu,151,65,16,25,45
2025-11-26,2025,11,48,Tiruppur,Tamil Nadu,350,111,50,48,141
2025-11-27,2025,11,48,Tiruppur,Tamil Nadu,327,120,57,42,108
2025-11-28,2025,11,48,Tiruppur,Tamil Nadu,170,76,23,30,41
2025-11-29,2025,11,48,Tiruppur,Tamil Nadu,141,47,20,14,60
2025-12-01,2025,12,49,Tiruppur,Tamil Nadu,260,111,47,44,58
2025-12-02,2025,12,49,Tiruppur,Tamil Nadu,263,117,40,42,64
2025-12-03,2025,12,49,Tiruppur,Tamil Nadu,264,90,39,32,103
2025-12-04,2025,12,49,Tiruppur,Tamil Nadu,231,77,43,40,71
2025-12-05,2025,12,49,Tiruppur,Tamil Nadu,244,89,34,42,79
2025-12-06,2025,12,49,Tiruppur,Tamil Nadu,159,56,17,22,64
2025-12-08,2025,12,50,Tiruppur,Tamil Nadu,232,93,28,38,73
2025-12-09,2025,12,50,Tiruppur,Tamil Nadu,239,81,25,37,96
2025-12-10,2025,12,50,Tiruppur,Tamil Nadu,307,113,51,46,97
2025-12-11,2025,12,50,Tiruppur,Tamil Nadu,241,93,45,28,75
2025-12-12,2025,12,50,Tiruppur,Tamil Nadu,297,99,35,52,111
2025-12-13,2025,12,50,Tiruppur,Tamil Nadu,103,43,19,13,28
2025-12-15,2025,12,51,Tiruppur,Tamil Nadu,195,77,20,27,71
2025-12-16,2025,12,51,Tiruppur,Tamil Nadu,164,63,21,22,58
2025-12-17,2025,12,51,Tiruppur,Tamil Nadu,140,52,20,18,50
2025-12-18,2025,12,51,Tiruppur,Tamil Nadu,175,72,26,28,49
2025-12-19,2025,12,51,Tiruppur,Tamil Nadu,183,63,32,24,64
2025-12-20,2025,12,51,Tiruppur,Tamil Nadu,118,44,19,20,35
2025-12-22,2025,12,52,Tiruppur,Tamil Nadu,139,42,24,18,55
2025-12-23,2025,12,52,Tiruppur,Tamil Nadu,163,70,24,19,50
2025-12-24,2025,12,52,Tiruppur,Tamil Nadu,284,106,45,40,93
2025-12-25,2025,12,52,Tiruppur,Tamil Nadu,131,40,16,22,53
2025-12-26,2025,12,52,Tiruppur,Tamil Nadu,314,107,33,44,130
2025-12-27,2025,12,52,Tiruppur,Tamil Nadu,154,54,25,23,52
2025-12-29,2025,12,1,Tiruppur,Tamil Nadu,169,57,23,17,72
2025-12-30,2025,12,1,Tiruppur,Tamil Nadu,340,123,36,61,120
2025-12-31,2025,12,1,Tiruppur,Tamil Nadu,224,94,36,36,58
2015-01-01,2015,1,1,Tiruvannamalai,Tamil Nadu,168,52,30,18,68
2015-01-02,2015,1,1,Tiruvannamalai,Tamil Nadu,180,68,29,29,54
2015-01-03,2015,1,1,Tiruvannamalai,Tamil Nadu,100,31,19,11,39
2015-01-05,2015,1,2,Tiruvannamalai,Tamil Nadu,219,87,23,26,83
2015-01-06,2015,1,2,Tiruvannamalai,Tamil Nadu,203,88,31,24,60
2015-01-07,2015,1,2,Tiruvannamalai,Tamil Nadu,201,79,40,27,55
2015-01-08,2015,1,2,Tiruvannamalai,Tamil Nadu,101,44,18,10,29
2015-01-09,2015,1,2,Tiruvannamalai,Tamil Nadu,157,48,27,22,60
2015-01-10,2015,1,2,Tiruvannamalai,Tamil Nadu,142,56,27,17,42
2015-01-12,2015,1,3,Tiruvannamalai,Tamil Nadu,173,54,32,23,64
2015-01-13,2015,1,3,Tiruvannamalai,Tamil Nadu,170,55,32,18,65
2015-01-14,2015,1,3,Tiruvannamalai,Tamil Nadu,131,52,20,19,40
2015-01-15,2015,1,3,Tiruvannamalai,Tamil Nadu,202,88,26,32,56
2015-01-16,2015,1,3,Tiruvannamalai,Tamil Nadu,262,116,49,28,69
2015-01-17,2015,1,3,Tiruvannamalai,Tamil Nadu,160,65,21,28,46
2015-01-19,2015,1,4,Tiruvannamalai,Tamil Nadu,124,46,15,19,44
2015-01-20,2015,1,4,Tiruvannamalai,Tamil Nadu,196,68,36,24,68
2015-01-21,2015,1,4,Tiruvannamalai,Tamil Nadu,215,79,21,35,80
2015-01-22,2015,1,4,Tiruvannamalai,Tamil Nadu,213,76,23,26,88
2015-01-23,2015,1,4,Tiruvannamalai,Tamil Nadu,133,45,14,22,52
2015-01-24,2015,1,4,Tiruvannamalai,Tamil Nadu,137,47,22,14,54
2015-01-26,2015,1,5,Tiruvannamalai,Tamil Nadu,238,76,42,36,84
2015-01-27,2015,1,5,Tiruvannamalai,Tamil Nadu,210,90,22,27,71
2015-01-28,2015,1,5,Tiruvannamalai,Tamil Nadu,131,47,21,15,48
2015-01-29,2015,1,5,Tiruvannamalai,Tamil Nadu,242,106,45,33,58
2015-01-30,2015,1,5,Tiruvannamalai,Tamil Nadu,252,98,26,28,100
2015-01-31,2015,1,5,Tiruvannamalai,Tamil Nadu,124,38,13,21,52
2015-02-02,2015,2,6,Tiruvannamalai,Tamil Nadu,100,37,14,10,39
2015-02-03,2015,2,6,Tiruvannamalai,Tamil Nadu,106,42,11,13,40
2015-02-04,2015,2,6,Tiruvannamalai,Tamil Nadu,202,61,33,30,78
2015-02-05,2015,2,6,Tiruvannamalai,Tamil Nadu,172,63,32,19,58
2015-02-06,2015,2,6,Tiruvannamalai,Tamil Nadu,178,57,20,31,70
2015-02-07,2015,2,6,Tiruvannamalai,Tamil Nadu,69,27,9,10,23
