date,year,month,week_number,district,state,total_calls,fever_calls,accident_calls,cardiac_calls,other_calls
2016-07-02,2016,7,26,Tiruppur,Tamil Nadu,22,9,5,2,6
2016-07-03,2016,7,26,Tiruppur,Tamil Nadu,34,16,9,4,5
2016-07-04,2016,7,27,Tiruppur,Tamil Nadu,40,15,8,4,13
2016-07-05,2016,7,27,Tiruppur,Tamil Nadu,27,12,7,2,6
2016-07-06,2016,7,27,Tiruppur,Tamil Nadu,30,11,6,3,10
2016-07-07,2016,7,27,Tiruppur,Tamil Nadu,34,13,7,4,10
2016-07-08,2016,7,27,Tiruppur,Tamil Nadu,37,13,10,5,9
2016-07-09,2016,7,27,Tiruppur,Tamil Nadu,14,5,3,1,5
2016-07-10,2016,7,27,Tiruppur,Tamil Nadu,23,8,6,2,7
2016-07-11,2016,7,28,Tiruppur,Tamil Nadu,24,11,6,2,5
2016-07-12,2016,7,28,Tiruppur,Tamil Nadu,26,10,6,3,7
2016-07-13,2016,7,28,Tiruppur,Tamil Nadu,27,12,7,3,5
2016-07-14,2016,7,28,Tiruppur,Tamil Nadu,18,8,5,2,3
2016-07-15,2016,7,28,Tiruppur,Tamil Nadu,41,20,8,5,8
2016-07-16,2016,7,28,Tiruppur,Tamil Nadu,29,14,8,3,4
2016-07-17,2016,7,28,Tiruppur,Tamil Nadu,26,10,6,3,7
2016-07-18,2016,7,29,Tiruppur,Tamil Nadu,40,17,9,5,9
2016-07-19,2016,7,29,Tiruppur,Tamil Nadu,33,11,9,4,9
2016-07-20,2016,7,29,Tiruppur,Tamil Nadu,32,11,9,3,9
2016-07-21,2016,7,29,Tiruppur,Tamil Nadu,51,21,10,7,13
2016-07-22,2016,7,29,Tiruppur,Tamil Nadu,19,7,4,2,6
2016-07-23,2016,7,29,Tiruppur,Tamil Nadu,30,12,8,3,7
2016-07-24,2016,7,29,Tiruppur,Tamil Nadu,18,8,3,2,5
2016-07-25,2016,7,30,Tiruppur,Tamil Nadu,17,6,3,2,6
2016-07-26,2016,7,30,Tiruppur,Tamil Nadu,27,10,6,3,8
2016-07-27,2016,7,30,Tiruppur,Tamil Nadu,34,12,9,3,10
2016-07-28,2016,7,30,Tiruppur,Tamil Nadu,22,10,6,3,3
2016-07-29,2016,7,30,Tiruppur,Tamil Nadu,14,4,2,1,7
2016-07-30,2016,7,30,Tiruppur,Tamil Nadu,12,5,2,1,4
2016-07-31,2016,7,30,Tiruppur,Tamil Nadu,14,6,3,1,4
2016-08-01,2016,8,31,Tiruppur,Tamil Nadu,35,14,8,3,10
2016-08-02,2016,8,31,Tiruppur,Tamil Nadu,23,9,6,2,6
2016-08-03,2016,8,31,Tiruppur,Tamil Nadu,27,12,7,3,5
2016-08-04,2016,8,31,Tiruppur,Tamil Nadu,29,12,6,3,8
2016-08-05,2016,8,31,Tiruppur,Tamil Nadu,27,13,6,3,5
2016-08-06,2016,8,31,Tiruppur,Tamil Nadu,31,12,8,3,8
2016-08-07,2016,8,31,Tiruppur,Tamil Nadu,29,12,8,4,5
2016-08-08,2016,8,32,Tiruppur,Tamil Nadu,38,18,7,5,8
2016-08-09,2016,8,32,Tiruppur,Tamil Nadu,28,12,8,3,5
2016-08-10,2016,8,32,Tiruppur,Tamil Nadu,18,6,4,2,6
2016-08-11,2016,8,32,Tiruppur,Tamil Nadu,20,7,4,2,7
2016-08-12,2016,8,32,Tiruppur,Tamil Nadu,35,16,8,5,6
2016-08-13,2016,8,32,Tiruppur,Tamil Nadu,33,16,9,3,5
2016-08-14,2016,8,32,Tiruppur,Tamil Nadu,14,6,3,1,4
2016-08-15,2016,8,33,Tiruppur,Tamil Nadu,26,11,6,3,6
2016-08-16,2016,8,33,Tiruppur,Tamil Nadu,19,7,4,2,6
2016-08-17,2016,8,33,Tiruppur,Tamil Nadu,44,19,10,5,10
2016-08-18,2016,8,33,Tiruppur,Tamil Nadu,21,8,5,2,6
2016-08-19,2016,8,33,Tiruppur,Tamil Nadu,27,12,5,2,8
2016-08-20,2016,8,33,Tiruppur,Tamil Nadu,17,6,4,2,5
2016-08-21,2016,8,33,Tiruppur,Tamil Nadu,20,7,5,2,6
2016-08-22,2016,8,34,Tiruppur,Tamil Nadu,37,14,9,3,11
2016-08-23,2016,8,34,Tiruppur,Tamil Nadu,34,14,7,4,9
2016-08-24,2016,8,34,Tiruppur,Tamil Nadu,26,9,7,3,7
2016-08-25,2016,8,34,Tiruppur,Tamil Nadu,35,14,7,4,10
2016-08-26,2016,8,34,Tiruppur,Tamil Nadu,16,5,3,1,7
2016-08-27,2016,8,34,Tiruppur,Tamil Nadu,21,8,5,2,6
2016-08-28,2016,8,34,Tiruppur,Tamil Nadu,37,15,9,4,9
2016-08-29,2016,8,35,Tiruppur,Tamil Nadu,30,14,8,4,4
2016-08-30,2016,8,35,Tiruppur,Tamil Nadu,29,13,8,4,4
2016-08-31,2016,8,35,Tiruppur,Tamil Nadu,28,10,7,3,8
2016-09-01,2016,9,35,Tiruppur,Tamil Nadu,31,15,7,4,5
2016-09-02,2016,9,35,Tiruppur,Tamil Nadu,23,9,5,2,7
2016-09-03,2016,9,35,Tiruppur,Tamil Nadu,12,4,3,1,4
2016-09-04,2016,9,35,Tiruppur,Tamil Nadu,33,14,8,4,7
2016-09-05,2016,9,36,Tiruppur,Tamil Nadu,20,9,4,2,5
2016-09-06,2016,9,36,Tiruppur,Tamil Nadu,26,10,7,3,6
2016-09-07,2016,9,36,Tiruppur,Tamil Nadu,49,19,12,6,12
2016-09-08,2016,9,36,Tiruppur,Tamil Nadu,27,12,6,3,6
2016-09-09,2016,9,36,Tiruppur,Tamil Nadu,43,18,12,6,7
2016-09-10,2016,9,36,Tiruppur,Tamil Nadu,18,8,4,1,5
2016-09-11,2016,9,36,Tiruppur,Tamil Nadu,17,6,4,2,5
2016-09-12,2016,9,37,Tiruppur,Tamil Nadu,15,6,3,1,5
2016-09-13,2016,9,37,Tiruppur,Tamil Nadu,19,7,5,2,5
2016-09-14,2016,9,37,Tiruppur,Tamil Nadu,34,15,9,4,6
2016-09-15,2016,9,37,Tiruppur,Tamil Nadu,37,14,10,5,8
2016-09-16,2016,9,37,Tiruppur,Tamil Nadu,32,12,6,3,11
2016-09-17,2016,9,37,Tiruppur,Tamil Nadu,13,5,3,1,4
2016-09-18,2016,9,37,Tiruppur,Tamil Nadu,16,5,3,1,7
2016-09-19,2016,9,38,Tiruppur,Tamil Nadu,38,18,9,4,7
2016-09-20,2016,9,38,Tiruppur,Tamil Nadu,44,20,10,5,9
2016-09-21,2016,9,38,Tiruppur,Tamil Nadu,25,10,5,3,7
2016-09-22,2016,9,38,Tiruppur,Tamil Nadu,19,7,4,1,7
2016-09-23,2016,9,38,Tiruppur,Tamil Nadu,14,6,3,1,4
2016-09-24,2016,9,38,Tiruppur,Tamil Nadu,18,7,4,2,5
2016-09-25,2016,9,38,Tiruppur,Tamil Nadu,29,12,7,3,7
2016-09-26,2016,9,39,Tiruppur,Tamil Nadu,33,12,7,3,11
2016-09-27,2016,9,39,Tiruppur,Tamil Nadu,33,16,9,4,4
2016-09-28,2016,9,39,Tiruppur,Tamil Nadu,39,18,8,5,8
2016-09-29,2016,9,39,Tiruppur,Tamil Nadu,37,15,10,4,8
2016-09-30,2016,9,39,Tiruppur,Tamil Nadu,36,16,7,3,10
2016-10-01,2016,10,39,Tiruppur,Tamil Nadu,54,26,13,5,10
2016-10-02,2016,10,39,Tiruppur,Tamil Nadu,26,9,7,3,7
2016-10-03,2016,10,40,Tiruppur,Tamil Nadu,54,25,11,6,12
2016-10-04,2016,10,40,Tiruppur,Tamil Nadu,37,17,10,3,7
2016-10-05,2016,10,40,Tiruppur,Tamil Nadu,35,13,9,4,9
2016-10-06,2016,10,40,Tiruppur,Tamil Nadu,58,24,17,8,9
2016-10-07,2016,10,40,Tiruppur,Tamil Nadu,25,10,5,2,8
2016-10-08,2016,10,40,Tiruppur,Tamil Nadu,25,9,7,3,6
2016-10-09,2016,10,40,Tiruppur,Tamil Nadu,35,13,8,4,10
2016-10-10,2016,10,41,Tiruppur,Tamil Nadu,29,13,6,3,7
2016-10-11,2016,10,41,Tiruppur,Tamil Nadu,29,12,7,4,6
2016-10-12,2016,10,41,Tiruppur,Tamil Nadu,51,20,11,5,15
2016-10-13,2016,10,41,Tiruppur,Tamil Nadu,24,8,7,2,7
2016-10-14,2016,10,41,Tiruppur,Tamil Nadu,62,25,16,6,15
2016-10-15,2016,10,41,Tiruppur,Tamil Nadu,55,20,14,6,15
2016-10-16,2016,10,41,Tiruppur,Tamil Nadu,34,16,8,5,5
2016-10-17,2016,10,42,Tiruppur,Tamil Nadu,48,23,12,6,7
2016-10-18,2016,10,42,Tiruppur,Tamil Nadu,42,20,11,5,6
2016-10-19,2016,10,42,Tiruppur,Tamil Nadu,45,19,9,6,11
2016-10-20,2016,10,42,Tiruppur,Tamil Nadu,40,14,9,4,13
2016-10-21,2016,10,42,Tiruppur,Tamil Nadu,60,21,16,7,16
2016-10-22,2016,10,42,Tiruppur,Tamil Nadu,22,8,6,2,6
2016-10-23,2016,10,42,Tiruppur,Tamil Nadu,30,11,7,3,9
2016-10-24,2016,10,43,Tiruppur,Tamil Nadu,50,17,14,6,13
2016-10-25,2016,10,43,Tiruppur,Tamil Nadu,54,23,11,8,12
2016-10-26,2016,10,43,Tiruppur,Tamil Nadu,60,29,12,7,12
2016-10-27,2016,10,43,Tiruppur,Tamil Nadu,40,19,10,4,7
2016-10-28,2016,10,43,Tiruppur,Tamil Nadu,70,30,14,9,17
2016-10-29,2016,10,43,Tiruppur,Tamil Nadu,47,16,9,6,16
2016-10-30,2016,10,43,Tiruppur,Tamil Nadu,52,20,13,5,14
2016-10-31,2016,10,44,Tiruppur,Tamil Nadu,23,8,6,2,7
2016-11-01,2016,11,44,Tiruppur,Tamil Nadu,65,26,18,6,15
2016-11-02,2016,11,44,Tiruppur,Tamil Nadu,52,21,14,6,11
2016-11-03,2016,11,44,Tiruppur,Tamil Nadu,48,20,11,7,10
2016-11-04,2016,11,44,Tiruppur,Tamil Nadu,63,26,12,7,18
2016-11-05,2016,11,44,Tiruppur,Tamil Nadu,30,10,7,3,10
2016-11-06,2016,11,44,Tiruppur,Tamil Nadu,38,17,8,4,9
2016-11-07,2016,11,45,Tiruppur,Tamil Nadu,71,33,14,10,14
2016-11-08,2016,11,45,Tiruppur,Tamil Nadu,50,23,12,5,10
2016-11-09,2016,11,45,Tiruppur,Tamil Nadu,37,14,8,4,11
2016-11-10,2016,11,45,Tiruppur,Tamil Nadu,24,11,4,3,6
2016-11-11,2016,11,45,Tiruppur,Tamil Nadu,76,27,20,10,19
2016-11-12,2016,11,45,Tiruppur,Tamil Nadu,47,19,12,5,11
2016-11-13,2016,11,45,Tiruppur,Tamil Nadu,60,25,14,6,15
2016-11-14,2016,11,46,Tiruppur,Tamil Nadu,23,10,6,2,5
2016-11-15,2016,11,46,Tiruppur,Tamil Nadu,24,9,5,2,8
2016-11-16,2016,11,46,Tiruppur,Tamil Nadu,67,24,15,6,22
2016-11-17,2016,11,46,Tiruppur,Tamil Nadu,24,10,5,3,6
2016-11-18,2016,11,46,Tiruppur,Tamil Nadu,36,17,9,4,6
2016-11-19,2016,11,46,Tiruppur,Tamil Nadu,39,17,10,4,8
2016-11-20,2016,11,46,Tiruppur,Tamil Nadu,39,15,8,4,12
2016-11-21,2016,11,47,Tiruppur,Tamil Nadu,46,19,11,5,11
2016-11-22,2016,11,47,Tiruppur,Tamil Nadu,54,21,15,5,13
2016-11-23,2016,11,47,Tiruppur,Tamil Nadu,26,9,7,3,7
2016-11-24,2016,11,47,Tiruppur,Tamil Nadu,32,11,8,4,9
2016-11-25,2016,11,47,Tiruppur,Tamil Nadu,66,23,13,8,22
2016-11-26,2016,11,47,Tiruppur,Tamil Nadu,22,10,6,2,4
2016-11-27,2016,11,47,Tiruppur,Tamil Nadu,45,16,10,4,15
2016-11-28,2016,11,48,Tiruppur,Tamil Nadu,33,12,9,3,9
2016-11-29,2016,11,48,Tiruppur,Tamil Nadu,66,24,19,7,16
2016-11-30,2016,11,48,Tiruppur,Tamil Nadu,38,17,8,4,9
2016-12-01,2016,12,48,Tiruppur,Tamil Nadu,33,11,8,4,10
2016-12-02,2016,12,48,Tiruppur,Tamil Nadu,41,18,9,4,10
2016-12-03,2016,12,48,Tiruppur,Tamil Nadu,66,28,16,6,16
2016-12-04,2016,12,48,Tiruppur,Tamil Nadu,30,13,7,3,7
2016-12-05,2016,12,49,Tiruppur,Tamil Nadu,44,16,11,5,12
2016-12-06,2016,12,49,Tiruppur,Tamil Nadu,27,11,5,3,8
2016-12-07,2016,12,49,Tiruppur,Tamil Nadu,67,25,15,10,17
2016-12-08,2016,12,49,Tiruppur,Tamil Nadu,29,10,8,4,7
2016-12-09,2016,12,49,Tiruppur,Tamil Nadu,41,17,9,5,10
2016-12-10,2016,12,49,Tiruppur,Tamil Nadu,64,27,14,7,16
2016-12-11,2016,12,49,Tiruppur,Tamil Nadu,26,10,6,3,7
2016-12-12,2016,12,50,Tiruppur,Tamil Nadu,34,15,8,5,6
2016-12-13,2016,12,50,Tiruppur,Tamil Nadu,37,15,7,4,11
2016-12-14,2016,12,50,Tiruppur,Tamil Nadu,34,11,10,4,9
2016-12-15,2016,12,50,Tiruppur,Tamil Nadu,34,13,9,3,9
2016-12-16,2016,12,50,Tiruppur,Tamil Nadu,69,25,18,9,17
2016-12-17,2016,12,50,Tiruppur,Tamil Nadu,43,19,12,4,8
2016-12-18,2016,12,50,Tiruppur,Tamil Nadu,58,23,17,7,11
2016-12-19,2016,12,51,Tiruppur,Tamil Nadu,42,17,12,6,7
2016-12-20,2016,12,51,Tiruppur,Tamil Nadu,66,25,15,9,17
2016-12-21,2016,12,51,Tiruppur,Tamil Nadu,43,16,10,5,12
2016-12-22,2016,12,51,Tiruppur,Tamil Nadu,70,29,16,7,18
2016-12-23,2016,12,51,Tiruppur,Tamil Nadu,42,15,10,4,13
2016-12-24,2016,12,51,Tiruppur,Tamil Nadu,35,15,9,5,6
2016-12-25,2016,12,51,Tiruppur,Tamil Nadu,42,15,11,5,11
2016-12-26,2016,12,52,Tiruppur,Tamil Nadu,32,13,9,3,7
2016-12-27,2016,12,52,Tiruppur,Tamil Nadu,40,15,11,4,10
2016-12-28,2016,12,52,Tiruppur,Tamil Nadu,59,28,17,8,6
2016-12-29,2016,12,52,Tiruppur,Tamil Nadu,52,20,12,6,14
2016-12-30,2016,12,52,Tiruppur,Tamil Nadu,31,11,7,4,9
2016-12-31,2016,12,52,Tiruppur,Tamil Nadu,47,17,12,5,13
2017-01-01,2017,1,52,Tiruppur,Tamil Nadu,32,13,8,4,7
2017-01-02,2017,1,1,Tiruppur,Tamil Nadu,35,16,7,3,9
2017-01-03,2017,1,1,Tiruppur,Tamil Nadu,27,12,7,2,6
2017-01-04,2017,1,1,Tiruppur,Tamil Nadu,37,13,7,4,13
2017-01-05,2017,1,1,Tiruppur,Tamil Nadu,48,21,11,6,10
2017-01-06,2017,1,1,Tiruppur,Tamil Nadu,35,16,10,4,5
2017-01-07,2017,1,1,Tiruppur,Tamil Nadu,23,9,5,2,7
2017-01-08,2017,1,1,Tiruppur,Tamil Nadu,24,9,6,2,7
2017-01-09,2017,1,2,Tiruppur,Tamil Nadu,20,8,4,2,6
2017-01-10,2017,1,2,Tiruppur,Tamil Nadu,40,15,11,4,10
2017-01-11,2017,1,2,Tiruppur,Tamil Nadu,25,11,6,3,5
2017-01-12,2017,1,2,Tiruppur,Tamil Nadu,36,12,8,5,11
2017-01-13,2017,1,2,Tiruppur,Tamil Nadu,60,24,14,8,14
2017-01-14,2017,1,2,Tiruppur,Tamil Nadu,18,7,4,2,5
2017-01-15,2017,1,2,Tiruppur,Tamil Nadu,41,16,8,5,12
2017-01-16,2017,1,3,Tiruppur,Tamil Nadu,44,15,9,5,15
2017-01-17,2017,1,3,Tiruppur,Tamil Nadu,27,12,6,3,6
2017-01-18,2017,1,3,Tiruppur,Tamil Nadu,36,16,8,5,7
2017-01-19,2017,1,3,Tiruppur,Tamil Nadu,26,10,7,3,6
2017-01-20,2017,1,3,Tiruppur,Tamil Nadu,48,20,14,6,8
2017-01-21,2017,1,3,Tiruppur,Tamil Nadu,25,10,7,2,6
2017-01-22,2017,1,3,Tiruppur,Tamil Nadu,34,15,9,3,7
2017-01-23,2017,1,4,Tiruppur,Tamil Nadu,28,13,8,2,5
2017-01-24,2017,1,4,Tiruppur,Tamil Nadu,25,9,5,3,8
2017-01-25,2017,1,4,Tiruppur,Tamil Nadu,49,19,12,5,13
2017-01-26,2017,1,4,Tiruppur,Tamil Nadu,37,15,9,4,9
2017-01-27,2017,1,4,Tiruppur,Tamil Nadu,35,17,8,5,5
2017-01-28,2017,1,4,Tiruppur,Tamil Nadu,32,11,8,3,10
2017-01-29,2017,1,4,Tiruppur,Tamil Nadu,46,21,10,6,9
2017-01-30,2017,1,5,Tiruppur,Tamil Nadu,52,21,13,6,12
2017-01-31,2017,1,5,Tiruppur,Tamil Nadu,51,21,13,7,10
2017-02-01,2017,2,5,Tiruppur,Tamil Nadu,28,13,7,3,5
2017-02-02,2017,2,5,Tiruppur,Tamil Nadu,24,11,4,2,7
2017-02-03,2017,2,5,Tiruppur,Tamil Nadu,27,13,6,4,4
2017-02-04,2017,2,5,Tiruppur,Tamil Nadu,12,5,3,1,3
2017-02-05,2017,2,5,Tiruppur,Tamil Nadu,17,7,4,1,5
2017-02-06,2017,2,6,Tiruppur,Tamil Nadu,41,17,11,5,8
2017-02-07,2017,2,6,Tiruppur,Tamil Nadu,42,15,10,5,12
2017-02-08,2017,2,6,Tiruppur,Tamil Nadu,19,9,3,2,5
2017-02-09,2017,2,6,Tiruppur,Tamil Nadu,22,10,5,2,5
2017-02-10,2017,2,6,Tiruppur,Tamil Nadu,32,11,9,3,9
2017-02-11,2017,2,6,Tiruppur,Tamil Nadu,15,6,3,2,4
2017-02-12,2017,2,6,Tiruppur,Tamil Nadu,26,10,7,2,7
2017-02-13,2017,2,7,Tiruppur,Tamil Nadu,31,12,6,3,10
2017-02-14,2017,2,7,Tiruppur,Tamil Nadu,20,8,5,2,5
2017-02-15,2017,2,7,Tiruppur,Tamil Nadu,41,20,9,4,8
2017-02-16,2017,2,7,Tiruppur,Tamil Nadu,42,17,12,6,7
2017-02-17,2017,2,7,Tiruppur,Tamil Nadu,13,5,2,1,5
2017-02-18,2017,2,7,Tiruppur,Tamil Nadu,16,7,3,1,5
2017-02-19,2017,2,7,Tiruppur,Tamil Nadu,20,9,5,2,4
2017-02-20,2017,2,8,Tiruppur,Tamil Nadu,17,6,4,2,5
2017-02-21,2017,2,8,Tiruppur,Tamil Nadu,22,8,4,2,8
2017-02-22,2017,2,8,Tiruppur,Tamil Nadu,39,16,8,3,12
2017-02-23,2017,2,8,Tiruppur,Tamil Nadu,31,14,8,4,5
2017-02-24,2017,2,8,Tiruppur,Tamil Nadu,22,8,5,2,7
2017-02-25,2017,2,8,Tiruppur,Tamil Nadu,25,10,5,2,8
2017-02-26,2017,2,8,Tiruppur,Tamil Nadu,24,11,6,3,4
2017-02-27,2017,2,9,Tiruppur,Tamil Nadu,33,11,9,3,10
2017-02-28,2017,2,9,Tiruppur,Tamil Nadu,26,9,7,2,8
2017-03-01,2017,3,9,Tiruppur,Tamil Nadu,44,16,11,5,12
2017-03-02,2017,3,9,Tiruppur,Tamil Nadu,23,9,5,3,6
2017-03-03,2017,3,9,Tiruppur,Tamil Nadu,19,8,5,2,4
2017-03-04,2017,3,9,Tiruppur,Tamil Nadu,13,4,3,1,5
2017-03-05,2017,3,9,Tiruppur,Tamil Nadu,34,14,6,4,10
2017-03-06,2017,3,10,Tiruppur,Tamil Nadu,28,11,8,3,6
2017-03-07,2017,3,10,Tiruppur,Tamil Nadu,33,12,8,4,9
2017-03-08,2017,3,10,Tiruppur,Tamil Nadu,24,11,5,2,6
2017-03-09,2017,3,10,Tiruppur,Tamil Nadu,17,6,4,1,6
2017-03-10,2017,3,10,Tiruppur,Tamil Nadu,32,12,7,3,10
2017-03-11,2017,3,10,Tiruppur,Tamil Nadu,25,8,5,2,10
2017-03-12,2017,3,10,Tiruppur,Tamil Nadu,27,12,6,3,6
2017-03-13,2017,3,11,Tiruppur,Tamil Nadu,33,12,7,3,11
2017-03-14,2017,3,11,Tiruppur,Tamil Nadu,32,13,7,3,9
2017-03-15,2017,3,11,Tiruppur,Tamil Nadu,22,9,5,2,6
2017-03-16,2017,3,11,Tiruppur,Tamil Nadu,19,8,5,2,4
2017-03-17,2017,3,11,Tiruppur,Tamil Nadu,25,10,6,2,7
2017-03-18,2017,3,11,Tiruppur,Tamil Nadu,21,8,4,2,7
2017-03-19,2017,3,11,Tiruppur,Tamil Nadu,20,9,5,2,4
2017-03-20,2017,3,12,Tiruppur,Tamil Nadu,32,15,7,3,7
2017-03-21,2017,3,12,Tiruppur,Tamil Nadu,25,9,5,3,8
2017-03-22,2017,3,12,Tiruppur,Tamil Nadu,23,10,5,3,5
2017-03-23,2017,3,12,Tiruppur,Tamil Nadu,26,12,5,3,6
2017-03-24,2017,3,12,Tiruppur,Tamil Nadu,17,7,4,2,4
2017-03-25,2017,3,12,Tiruppur,Tamil Nadu,18,8,4,2,4
2017-03-26,2017,3,12,Tiruppur,Tamil Nadu,18,7,5,2,4
2017-03-27,2017,3,13,Tiruppur,Tamil Nadu,41,15,8,4,14
2017-03-28,2017,3,13,Tiruppur,Tamil Nadu,28,13,6,4,5
2017-03-29,2017,3,13,Tiruppur,Tamil Nadu,30,11,8,4,7
2017-03-30,2017,3,13,Tiruppur,Tamil Nadu,21,8,5,2,6
2017-03-31,2017,3,13,Tiruppur,Tamil Nadu,33,12,8,3,10
2017-04-01,2017,4,13,Tiruppur,Tamil Nadu,46,17,10,5,14
2017-04-02,2017,4,13,Tiruppur,Tamil Nadu,38,13,9,4,12
2017-04-03,2017,4,14,Tiruppur,Tamil Nadu,23,10,6,2,5
2017-04-04,2017,4,14,Tiruppur,Tamil Nadu,58,23,14,5,16
2017-04-05,2017,4,14,Tiruppur,Tamil Nadu,46,16,13,5,12
2017-04-06,2017,4,14,Tiruppur,Tamil Nadu,28,11,6,3,8
2017-04-07,2017,4,14,Tiruppur,Tamil Nadu,21,8,5,2,6
2017-04-08,2017,4,14,Tiruppur,Tamil Nadu,45,20,9,5,11
2017-04-09,2017,4,14,Tiruppur,Tamil Nadu,46,20,12,4,10
2017-04-10,2017,4,15,Tiruppur,Tamil Nadu,49,18,13,6,12
2017-04-11,2017,4,15,Tiruppur,Tamil Nadu,48,22,10,6,10
2017-04-12,2017,4,15,Tiruppur,Tamil Nadu,28,9,6,3,10
2017-04-13,2017,4,15,Tiruppur,Tamil Nadu,31,11,6,4,10
2017-04-14,2017,4,15,Tiruppur,Tamil Nadu,24,11,5,2,6
2017-04-15,2017,4,15,Tiruppur,Tamil Nadu,23,10,6,3,4
2017-04-16,2017,4,15,Tiruppur,Tamil Nadu,30,12,8,4,6
2017-04-17,2017,4,16,Tiruppur,Tamil Nadu,61,22,14,6,19
2017-04-18,2017,4,16,Tiruppur,Tamil Nadu,25,10,6,3,6
2017-04-19,2017,4,16,Tiruppur,Tamil Nadu,58,26,11,7,14
2017-04-20,2017,4,16,Tiruppur,Tamil Nadu,59,26,12,7,14
2017-04-21,2017,4,16,Tiruppur,Tamil Nadu,34,15,9,4,6
2017-04-22,2017,4,16,Tiruppur,Tamil Nadu,29,11,6,4,8
2017-04-23,2017,4,16,Tiruppur,Tamil Nadu,21,7,4,2,8
2017-04-24,2017,4,17,Tiruppur,Tamil Nadu,58,20,15,6,17
2017-04-25,2017,4,17,Tiruppur,Tamil Nadu,28,11,7,3,7
2017-04-26,2017,4,17,Tiruppur,Tamil Nadu,56,23,11,7,15
2017-04-27,2017,4,17,Tiruppur,Tamil Nadu,44,18,12,6,8
2017-04-28,2017,4,17,Tiruppur,Tamil Nadu,39,15,11,4,9
2017-04-29,2017,4,17,Tiruppur,Tamil Nadu,21,7,4,2,8
2017-04-30,2017,4,17,Tiruppur,Tamil Nadu,41,15,11,4,11
2017-05-01,2017,5,18,Tiruppur,Tamil Nadu,29,11,6,3,9
2017-05-02,2017,5,18,Tiruppur,Tamil Nadu,35,14,9,5,7
2017-05-03,2017,5,18,Tiruppur,Tamil Nadu,36,15,9,4,8
2017-05-04,2017,5,18,Tiruppur,Tamil Nadu,34,12,7,4,11
2017-05-05,2017,5,18,Tiruppur,Tamil Nadu,26,10,7,3,6
2017-05-06,2017,5,18,Tiruppur,Tamil Nadu,39,16,10,4,9
2017-05-07,2017,5,18,Tiruppur,Tamil Nadu,44,16,12,6,10
2017-05-08,2017,5,19,Tiruppur,Tamil Nadu,22,7,5,2,8
2017-05-09,2017,5,19,Tiruppur,Tamil Nadu,65,29,15,8,13
2017-05-10,2017,5,19,Tiruppur,Tamil Nadu,33,13,9,3,8
2017-05-11,2017,5,19,Tiruppur,Tamil Nadu,48,18,10,6,14
2017-05-12,2017,5,19,Tiruppur,Tamil Nadu,37,13,9,5,10
2017-05-13,2017,5,19,Tiruppur,Tamil Nadu,41,16,11,5,9
2017-05-14,2017,5,19,Tiruppur,Tamil Nadu,51,18,12,6,15
2017-05-15,2017,5,20,Tiruppur,Tamil Nadu,49,23,13,5,8
2017-05-16,2017,5,20,Tiruppur,Tamil Nadu,41,17,11,4,9
2017-05-17,2017,5,20,Tiruppur,Tamil Nadu,45,22,10,6,7
2017-05-18,2017,5,20,Tiruppur,Tamil Nadu,25,10,5,2,8
2017-05-19,2017,5,20,Tiruppur,Tamil Nadu,25,12,6,3,4
2017-05-20,2017,5,20,Tiruppur,Tamil Nadu,46,21,9,4,12
2017-05-21,2017,5,20,Tiruppur,Tamil Nadu,26,11,5,3,7
2017-05-22,2017,5,21,Tiruppur,Tamil Nadu,45,17,12,6,10
2017-05-23,2017,5,21,Tiruppur,Tamil Nadu,50,23,13,6,8
2017-05-24,2017,5,21,Tiruppur,Tamil Nadu,55,22,14,6,13
2017-05-25,2017,5,21,Tiruppur,Tamil Nadu,50,22,12,7,9
2017-05-26,2017,5,21,Tiruppur,Tamil Nadu,29,12,8,3,6
2017-05-27,2017,5,21,Tiruppur,Tamil Nadu,40,14,8,4,14
2017-05-28,2017,5,21,Tiruppur,Tamil Nadu,53,21,12,5,15
2017-05-29,2017,5,22,Tiruppur,Tamil Nadu,30,14,6,3,7
2017-05-30,2017,5,22,Tiruppur,Tamil Nadu,23,11,6,3,3
2017-05-31,2017,5,22,Tiruppur,Tamil Nadu,47,17,10,5,15
2017-06-01,2017,6,22,Tiruppur,Tamil Nadu,49,18,12,6,13
2017-06-02,2017,6,22,Tiruppur,Tamil Nadu,32,15,9,3,5
2017-06-03,2017,6,22,Tiruppur,Tamil Nadu,29,12,5,3,9
2017-06-04,2017,6,22,Tiruppur,Tamil Nadu,50,20,10,5,15
2017-06-05,2017,6,23,Tiruppur,Tamil Nadu,43,17,8,4,14
2017-06-06,2017,6,23,Tiruppur,Tamil Nadu,46,16,10,6,14
2017-06-07,2017,6,23,Tiruppur,Tamil Nadu,28,10,6,3,9
2017-06-08,2017,6,23,Tiruppur,Tamil Nadu,43,20,11,4,8
2017-06-09,2017,6,23,Tiruppur,Tamil Nadu,46,18,13,5,10
2017-06-10,2017,6,23,Tiruppur,Tamil Nadu,37,17,8,4,8
2017-06-11,2017,6,23,Tiruppur,Tamil Nadu,35,15,9,5,6
2017-06-12,2017,6,24,Tiruppur,Tamil Nadu,34,12,9,4,9
2017-06-13,2017,6,24,Tiruppur,Tamil Nadu,44,20,10,4,10
2017-06-14,2017,6,24,Tiruppur,Tamil Nadu,22,9,6,3,4
