date,year,month,week_number,day_of_year,district,state,rainfall_mm
2024-10-31,2024,10,44,305,Villupuram,Tamil Nadu,16.76
2024-11-01,2024,11,44,306,Villupuram,Tamil Nadu,1.01
2024-11-02,2024,11,44,307,Villupuram,Tamil Nadu,2.21
2024-11-03,2024,11,44,308,Villupuram,Tamil Nadu,51.32
2024-11-04,2024,11,45,309,Villupuram,Tamil Nadu,4.22
2024-11-05,2024,11,45,310,Villupuram,Tamil Nadu,0.13
2024-11-06,2024,11,45,311,Villupuram,Tamil Nadu,3.26
2024-11-07,2024,11,45,312,Villupuram,Tamil Nadu,6.76
2024-11-08,2024,11,45,313,Villupuram,Tamil Nadu,7.63
2024-11-09,2024,11,45,314,Villupuram,Tamil Nadu,6.27
2024-11-10,2024,11,45,315,Villupuram,Tamil Nadu,1.75
2024-11-11,2024,11,46,316,Villupuram,Tamil Nadu,2.48
2024-11-12,2024,11,46,317,Villupuram,Tamil Nadu,13.2
2024-11-13,2024,11,46,318,Villupuram,Tamil Nadu,43.35
2024-11-14,2024,11,46,319,Villupuram,Tamil Nadu,16.6
2024-11-15,2024,11,46,320,Villupuram,Tamil Nadu,17.66
2024-11-16,2024,11,46,321,Villupuram,Tamil Nadu,6.9
2024-11-17,2024,11,46,322,Villupuram,Tamil Nadu,5.33
2024-11-18,2024,11,47,323,Villupuram,Tamil Nadu,19.38
2024-11-19,2024,11,47,324,Villupuram,Tamil Nadu,14.19
2024-11-20,2024,11,47,325,Villupuram,Tamil Nadu,7.14
2024-11-21,2024,11,47,326,Villupuram,Tamil Nadu,17.02
2024-11-22,2024,11,47,327,Villupuram,Tamil Nadu,0.89
2024-11-23,2024,11,47,328,Villupuram,Tamil Nadu,0.81
2024-11-24,2024,11,47,329,Villupuram,Tamil Nadu,14.83
2024-11-25,2024,11,48,330,Villupuram,Tamil Nadu,47.28
2024-11-26,2024,11,48,331,Villupuram,Tamil Nadu,2.09
2024-11-27,2024,11,48,332,Villupuram,Tamil Nadu,35.82
2024-11-28,2024,11,48,333,Villupuram,Tamil Nadu,42.37
2024-11-29,2024,11,48,334,Villupuram,Tamil Nadu,1.22
2024-11-30,2024,11,48,335,Villupuram,Tamil Nadu,7.28
2024-12-01,2024,12,48,336,Villupuram,Tamil Nadu,6.85
2024-12-02,2024,12,49,337,Villupuram,Tamil Nadu,2.9
2024-12-03,2024,12,49,338,Villupuram,Tamil Nadu,6.97
2024-12-04,2024,12,49,339,Villupuram,Tamil Nadu,21.73
2024-12-05,2024,12,49,340,Villupuram,Tamil Nadu,29.77
2024-12-06,2024,12,49,341,Villupuram,Tamil Nadu,4.84
2024-12-07,2024,12,49,342,Villupuram,Tamil Nadu,3.0
2024-12-08,2024,12,49,343,Villupuram,Tamil Nadu,8.86
2024-12-09,2024,12,50,344,Villupuram,Tamil Nadu,4.2
2024-12-10,2024,12,50,345,Villupuram,Tamil Nadu,9.21
2024-12-11,2024,12,50,346,Villupuram,Tamil Nadu,11.75
2024-12-12,2024,12,50,347,Villupuram,Tamil Nadu,19.05
2024-12-13,2024,12,50,348,Villupuram,Tamil Nadu,12.69
2024-12-14,2024,12,50,349,Villupuram,Tamil Nadu,9.16
2024-12-15,2024,12,50,350,Villupuram,Tamil Nadu,13.45
2024-12-16,2024,12,51,351,Villupuram,Tamil Nadu,3.05
2024-12-17,2024,12,51,352,Villupuram,Tamil Nadu,32.56
2024-12-18,2024,12,51,353,Villupuram,Tamil Nadu,12.55
2024-12-19,2024,12,51,354,Villupuram,Tamil Nadu,22.45
2024-12-20,2024,12,51,355,Villupuram,Tamil Nadu,2.94
2024-12-21,2024,12,51,356,Villupuram,Tamil Nadu,13.75
2024-12-22,2024,12,51,357,Villupuram,Tamil Nadu,0.29
2024-12-23,2024,12,52,358,Villupuram,Tamil Nadu,1.91
2024-12-24,2024,12,52,359,Villupuram,Tamil Nadu,1.75
2024-12-25,2024,12,52,360,Villupuram,Tamil Nadu,26.06
2024-12-26,2024,12,52,361,Villupuram,Tamil Nadu,7.48
2024-12-27,2024,12,52,362,Villupuram,Tamil Nadu,13.66
2024-12-28,2024,12,52,363,Villupuram,Tamil Nadu,44.15
2024-12-29,2024,12,52,364,Villupuram,Tamil Nadu,24.92
2024-12-30,2024,12,1,365,Villupuram,Tamil Nadu,11.31
2024-12-31,2024,12,1,366,Villupuram,Tamil Nadu,3.57
2025-01-01,2025,1,1,1,Villupuram,Tamil Nadu,0.34
2025-01-02,2025,1,1,2,Villupuram,Tamil Nadu,2.29
2025-01-03,2025,1,1,3,Villupuram,Tamil Nadu,0.83
2025-01-04,2025,1,1,4,Villupuram,Tamil Nadu,1.11
2025-01-05,2025,1,1,5,Villupuram,Tamil Nadu,2.25
2025-01-06,2025,1,2,6,Villupuram,Tamil Nadu,3.25
2025-01-07,2025,1,2,7,Villupuram,Tamil Nadu,1.63
2025-01-08,2025,1,2,8,Villupuram,Tamil Nadu,3.9
2025-01-09,2025,1,2,9,Villupuram,Tamil Nadu,3.69
2025-01-10,2025,1,2,10,Villupuram,Tamil Nadu,1.61
2025-01-11,2025,1,2,11,Villupuram,Tamil Nadu,0.17
2025-01-12,2025,1,2,12,Villupuram,Tamil Nadu,2.33
2025-01-13,2025,1,3,13,Villupuram,Tamil Nadu,0.95
2025-01-14,2025,1,3,14,Villupuram,Tamil Nadu,3.03
2025-01-15,2025,1,3,15,Villupuram,Tamil Nadu,0.15
2025-01-16,2025,1,3,16,Villupuram,Tamil Nadu,1.22
2025-01-17,2025,1,3,17,Villupuram,Tamil Nadu,1.08
2025-01-18,2025,1,3,18,Villupuram,Tamil Nadu,0.42
2025-01-19,2025,1,3,19,Villupuram,Tamil Nadu,1.61
2025-01-20,2025,1,4,20,Villupuram,Tamil Nadu,1.51
2025-01-21,2025,1,4,21,Villupuram,Tamil Nadu,1.3
2025-01-22,2025,1,4,22,Villupuram,Tamil Nadu,0.8
2025-01-23,2025,1,4,23,Villupuram,Tamil Nadu,5.0
2025-01-24,2025,1,4,24,Villupuram,Tamil Nadu,3.09
2025-01-25,2025,1,4,25,Villupuram,Tamil Nadu,3.73
2025-01-26,2025,1,4,26,Villupuram,Tamil Nadu,0.66
2025-01-27,2025,1,5,27,Villupuram,Tamil Nadu,6.4
2025-01-28,2025,1,5,28,Villupuram,Tamil Nadu,0.79
2025-01-29,2025,1,5,29,Villupuram,Tamil Nadu,0.22
2025-01-30,2025,1,5,30,Villupuram,Tamil Nadu,3.43
2025-01-31,2025,1,5,31,Villupuram,Tamil Nadu,0.08
2025-02-01,2025,2,5,32,Villupuram,Tamil Nadu,7.12
2025-02-02,2025,2,5,33,Villupuram,Tamil Nadu,0.24
2025-02-03,2025,2,6,34,Villupuram,Tamil Nadu,0.3
2025-02-04,2025,2,6,35,Villupuram,Tamil Nadu,0.05
2025-02-05,2025,2,6,36,Villupuram,Tamil Nadu,0.23
2025-02-06,2025,2,6,37,Villupuram,Tamil Nadu,0.53
2025-02-07,2025,2,6,38,Villupuram,Tamil Nadu,3.16
2025-02-08,2025,2,6,39,Villupuram,Tamil Nadu,0.02
2025-02-09,2025,2,6,40,Villupuram,Tamil Nadu,3.85
2025-02-10,2025,2,7,41,Villupuram,Tamil Nadu,0.72
2025-02-11,2025,2,7,42,Villupuram,Tamil Nadu,4.41
2025-02-12,2025,2,7,43,Villupuram,Tamil Nadu,1.08
2025-02-13,2025,2,7,44,Villupuram,Tamil Nadu,2.45
2025-02-14,2025,2,7,45,Villupuram,Tamil Nadu,0.32
2025-02-15,2025,2,7,46,Villupuram,Tamil Nadu,1.57
2025-02-16,2025,2,7,47,Villupuram,Tamil Nadu,0.8
2025-02-17,2025,2,8,48,Villupuram,Tamil Nadu,0.61
2025-02-18,2025,2,8,49,Villupuram,Tamil Nadu,2.27
2025-02-19,2025,2,8,50,Villupuram,Tamil Nadu,4.7
2025-02-20,2025,2,8,51,Villupuram,Tamil Nadu,2.01
2025-02-21,2025,2,8,52,Villupuram,Tamil Nadu,4.31
2025-02-22,2025,2,8,53,Villupuram,Tamil Nadu,0.94
2025-02-23,2025,2,8,54,Villupuram,Tamil Nadu,2.19
2025-02-24,2025,2,9,55,Villupuram,Tamil Nadu,0.21
2025-02-25,2025,2,9,56,Villupuram,Tamil Nadu,6.02
2025-02-26,2025,2,9,57,Villupuram,Tamil Nadu,2.48
2025-02-27,2025,2,9,58,Villupuram,Tamil Nadu,1.51
2025-02-28,2025,2,9,59,Villupuram,Tamil Nadu,4.03
2025-03-01,2025,3,9,60,Villupuram,Tamil Nadu,2.49
2025-03-02,2025,3,9,61,Villupuram,Tamil Nadu,1.18
2025-03-03,2025,3,10,62,Villupuram,Tamil Nadu,1.68
2025-03-04,2025,3,10,63,Villupuram,Tamil Nadu,1.64
2025-03-05,2025,3,10,64,Villupuram,Tamil Nadu,2.17
2025-03-06,2025,3,10,65,Villupuram,Tamil Nadu,2.88
2025-03-07,2025,3,10,66,Villupuram,Tamil Nadu,0.97
2025-03-08,2025,3,10,67,Villupuram,Tamil Nadu,2.91
2025-03-09,2025,3,10,68,Villupuram,Tamil Nadu,0.66
2025-03-10,2025,3,11,69,Villupuram,Tamil Nadu,0.95
2025-03-11,2025,3,11,70,Villupuram,Tamil Nadu,0.93
2025-03-12,2025,3,11,71,Villupuram,Tamil Nadu,0.17
2025-03-13,2025,3,11,72,Villupuram,Tamil Nadu,0.43
2025-03-14,2025,3,11,73,Villupuram,Tamil Nadu,8.03
2025-03-15,2025,3,11,74,Villupuram,Tamil Nadu,1.41
2025-03-16,2025,3,11,75,Villupuram,Tamil Nadu,0.5
2025-03-17,2025,3,12,76,Villupuram,Tamil Nadu,0.97
2025-03-18,2025,3,12,77,Villupuram,Tamil Nadu,1.18
2025-03-19,2025,3,12,78,Villupuram,Tamil Nadu,1.27
2025-03-20,2025,3,12,79,Villupuram,Tamil Nadu,1.15
2025-03-21,2025,3,12,80,Villupuram,Tamil Nadu,3.11
2025-03-22,2025,3,12,81,Villupuram,Tamil Nadu,0.89
2025-03-23,2025,3,12,82,Villupuram,Tamil Nadu,1.8
2025-03-24,2025,3,13,83,Villupuram,Tamil Nadu,1.21
2025-03-25,2025,3,13,84,Villupuram,Tamil Nadu,1.25
2025-03-26,2025,3,13,85,Villupuram,Tamil Nadu,5.69
2025-03-27,2025,3,13,86,Villupuram,Tamil Nadu,0.79
2025-03-28,2025,3,13,87,Villupuram,Tamil Nadu,0.28
2025-03-29,2025,3,13,88,Villupuram,Tamil Nadu,0.96
2025-03-30,2025,3,13,89,Villupuram,Tamil Nadu,0.28
2025-03-31,2025,3,14,90,Villupuram,Tamil Nadu,3.43
2025-04-01,2025,4,14,91,Villupuram,Tamil Nadu,0.27
2025-04-02,2025,4,14,92,Villupuram,Tamil Nadu,0.83
2025-04-03,2025,4,14,93,Villupuram,Tamil Nadu,0.22
2025-04-04,2025,4,14,94,Villupuram,Tamil Nadu,0.06
2025-04-05,2025,4,14,95,Villupuram,Tamil Nadu,0.39
2025-04-06,2025,4,14,96,Villupuram,Tamil Nadu,4.86
2025-04-07,2025,4,15,97,Villupuram,Tamil Nadu,3.68
2025-04-08,2025,4,15,98,Villupuram,Tamil Nadu,0.64
2025-04-09,2025,4,15,99,Villupuram,Tamil Nadu,0.48
2025-04-10,2025,4,15,100,Villupuram,Tamil Nadu,3.7
2025-04-11,2025,4,15,101,Villupuram,Tamil Nadu,0.57
2025-04-12,2025,4,15,102,Villupuram,Tamil Nadu,0.02
2025-04-13,2025,4,15,103,Villupuram,Tamil Nadu,3.13
2025-04-14,2025,4,16,104,Villupuram,Tamil Nadu,1.86
2025-04-15,2025,4,16,105,Villupuram,Tamil Nadu,1.17
2025-04-16,2025,4,16,106,Villupuram,Tamil Nadu,2.01
2025-04-17,2025,4,16,107,Villupuram,Tamil Nadu,0.16
2025-04-18,2025,4,16,108,Villupuram,Tamil Nadu,0.26
2025-04-19,2025,4,16,109,Villupuram,Tamil Nadu,0.09
2025-04-20,2025,4,16,110,Villupuram,Tamil Nadu,2.59
2025-04-21,2025,4,17,111,Villupuram,Tamil Nadu,0.4
2025-04-22,2025,4,17,112,Villupuram,Tamil Nadu,2.65
2025-04-23,2025,4,17,113,Villupuram,Tamil Nadu,0.66
2025-04-24,2025,4,17,114,Villupuram,Tamil Nadu,1.28
2025-04-25,2025,4,17,115,Villupuram,Tamil Nadu,1.4
2025-04-26,2025,4,17,116,Villupuram,Tamil Nadu,0.36
2025-04-27,2025,4,17,117,Villupuram,Tamil Nadu,0.61
2025-04-28,2025,4,18,118,Villupuram,Tamil Nadu,2.31
2025-04-29,2025,4,18,119,Villupuram,Tamil Nadu,1.53
2025-04-30,2025,4,18,120,Villupuram,Tamil Nadu,0.84
2025-05-01,2025,5,18,121,Villupuram,Tamil Nadu,0.53
2025-05-02,2025,5,18,122,Villupuram,Tamil Nadu,3.77
2025-05-03,2025,5,18,123,Villupuram,Tamil Nadu,0.04
2025-05-04,2025,5,18,124,Villupuram,Tamil Nadu,1.46
2025-05-05,2025,5,19,125,Villupuram,Tamil Nadu,0.88
2025-05-06,2025,5,19,126,Villupuram,Tamil Nadu,2.59
2025-05-07,2025,5,19,127,Villupuram,Tamil Nadu,1.36
2025-05-08,2025,5,19,128,Villupuram,Tamil Nadu,0.16
2025-05-09,2025,5,19,129,Villupuram,Tamil Nadu,1.55
2025-05-10,2025,5,19,130,Villupuram,Tamil Nadu,0.39
2025-05-11,2025,5,19,131,Villupuram,Tamil Nadu,0.42
2025-05-12,2025,5,20,132,Villupuram,Tamil Nadu,0.67
2025-05-13,2025,5,20,133,Villupuram,Tamil Nadu,1.01
2025-05-14,2025,5,20,134,Villupuram,Tamil Nadu,0.01
2025-05-15,2025,5,20,135,Villupuram,Tamil Nadu,3.12
2025-05-16,2025,5,20,136,Villupuram,Tamil Nadu,1.0
2025-05-17,2025,5,20,137,Villupuram,Tamil Nadu,0.53
2025-05-18,2025,5,20,138,Villupuram,Tamil Nadu,1.07
2025-05-19,2025,5,21,139,Villupuram,Tamil Nadu,1.14
2025-05-20,2025,5,21,140,Villupuram,Tamil Nadu,0.02
2025-05-21,2025,5,21,141,Villupuram,Tamil Nadu,0.11
2025-05-22,2025,5,21,142,Villupuram,Tamil Nadu,0.82
2025-05-23,2025,5,21,143,Villupuram,Tamil Nadu,0.52
2025-05-24,2025,5,21,144,Villupuram,Tamil Nadu,0.64
2025-05-25,2025,5,21,145,Villupuram,Tamil Nadu,0.24
2025-05-26,2025,5,22,146,Villupuram,Tamil Nadu,2.76
2025-05-27,2025,5,22,147,Villupuram,Tamil Nadu,0.43
2025-05-28,2025,5,22,148,Villupuram,Tamil Nadu,0.06
2025-05-29,2025,5,22,149,Villupuram,Tamil Nadu,1.02
2025-05-30,2025,5,22,150,Villupuram,Tamil Nadu,0.87
2025-05-31,2025,5,22,151,Villupuram,Tamil Nadu,0.87
2025-06-01,2025,6,22,152,Villupuram,Tamil Nadu,0.6
2025-06-02,2025,6,23,153,Villupuram,Tamil Nadu,11.78
2025-06-03,2025,6,23,154,Villupuram,Tamil Nadu,3.25
2025-06-04,2025,6,23,155,Villupuram,Tamil Nadu,24.43
2025-06-05,2025,6,23,156,Villupuram,Tamil Nadu,7.78
2025-06-06,2025,6,23,157,Villupuram,Tamil Nadu,8.99
2025-06-07,2025,6,23,158,Villupuram,Tamil Nadu,7.01
2025-06-08,2025,6,23,159,Villupuram,Tamil Nadu,4.81
2025-06-09,2025,6,24,160,Villupuram,Tamil Nadu,3.31
2025-06-10,2025,6,24,161,Villupuram,Tamil Nadu,1.38
2025-06-11,2025,6,24,162,Villupuram,Tamil Nadu,7.7
2025-06-12,2025,6,24,163,Villupuram,Tamil Nadu,43.95
2025-06-13,2025,6,24,164,Villupuram,Tamil Nadu,4.23
2025-06-14,2025,6,24,165,Villupuram,Tamil Nadu,2.26
2025-06-15,2025,6,24,166,Villupuram,Tamil Nadu,12.79
2025-06-16,2025,6,25,167,Villupuram,Tamil Nadu,21.88
2025-06-17,2025,6,25,168,Villupuram,Tamil Nadu,34.0
2025-06-18,2025,6,25,169,Villupuram,Tamil Nadu,15.44
2025-06-19,2025,6,25,170,Villupuram,Tamil Nadu,5.69
2025-06-20,2025,6,25,171,Villupuram,Tamil Nadu,15.34
2025-06-21,2025,6,25,172,Villupuram,Tamil Nadu,0.61
2025-06-22,2025,6,25,173,Villupuram,Tamil Nadu,13.22
2025-06-23,2025,6,26,174,Villupuram,Tamil Nadu,0.8
2025-06-24,2025,6,26,175,Villupuram,Tamil Nadu,7.5
2025-06-25,2025,6,26,176,Villupuram,Tamil Nadu,3.26
2025-06-26,2025,6,26,177,Villupuram,Tamil Nadu,6.58
2025-06-27,2025,6,26,178,Villupuram,Tamil Nadu,2.92
2025-06-28,2025,6,26,179,Villupuram,Tamil Nadu,0.47
2025-06-29,2025,6,26,180,Villupuram,Tamil Nadu,12.61
2025-06-30,2025,6,27,181,Villupuram,Tamil Nadu,1.04
2025-07-01,2025,7,27,182,Villupuram,Tamil Nadu,7.67
2025-07-02,2025,7,27,183,Villupuram,Tamil Nadu,2.88
2025-07-03,2025,7,27,184,Villupuram,Tamil Nadu,7.96
2025-07-04,2025,7,27,185,Villupuram,Tamil Nadu,4.45
2025-07-05,2025,7,27,186,Villupuram,Tamil Nadu,16.66
2025-07-06,2025,7,27,187,Villupuram,Tamil Nadu,10.39
2025-07-07,2025,7,28,188,Villupuram,Tamil Nadu,2.28
2025-07-08,2025,7,28,189,Villupuram,Tamil Nadu,26.69
2025-07-09,2025,7,28,190,Villupuram,Tamil Nadu,2.35
2025-07-10,2025,7,28,191,Villupuram,Tamil Nadu,1.37
2025-07-11,2025,7,28,192,Villupuram,Tamil Nadu,29.59
2025-07-12,2025,7,28,193,Villupuram,Tamil Nadu,0.69
2025-07-13,2025,7,28,194,Villupuram,Tamil Nadu,3.54
2025-07-14,2025,7,29,195,Villupuram,Tamil Nadu,8.01
2025-07-15,2025,7,29,196,Villupuram,Tamil Nadu,24.57
2025-07-16,2025,7,29,197,Villupuram,Tamil Nadu,2.74
2025-07-17,2025,7,29,198,Villupuram,Tamil Nadu,8.56
2025-07-18,2025,7,29,199,Villupuram,Tamil Nadu,0.2
2025-07-19,2025,7,29,200,Villupuram,Tamil Nadu,10.04
2025-07-20,2025,7,29,201,Villupuram,Tamil Nadu,19.81
2025-07-21,2025,7,30,202,Villupuram,Tamil Nadu,1.41
2025-07-22,2025,7,30,203,Villupuram,Tamil Nadu,12.07
2025-07-23,2025,7,30,204,Villupuram,Tamil Nadu,5.55
2025-07-24,2025,7,30,205,Villupuram,Tamil Nadu,7.31
2025-07-25,2025,7,30,206,Villupuram,Tamil Nadu,9.78
2025-07-26,2025,7,30,207,Villupuram,Tamil Nadu,9.76
2025-07-27,2025,7,30,208,Villupuram,Tamil Nadu,5.17
2025-07-28,2025,7,31,209,Villupuram,Tamil Nadu,4.92
2025-07-29,2025,7,31,210,Villupuram,Tamil Nadu,2.76
2025-07-30,2025,7,31,211,Villupuram,Tamil Nadu,1.42
2025-07-31,2025,7,31,212,Villupuram,Tamil Nadu,15.3
2025-08-01,2025,8,31,213,Villupuram,Tamil Nadu,14.01
2025-08-02,2025,8,31,214,Villupuram,Tamil Nadu,15.63
2025-08-03,2025,8,31,215,Villupuram,Tamil Nadu,29.62
2025-08-04,2025,8,32,216,Villupuram,Tamil Nadu,3.55
2025-08-05,2025,8,32,217,Villupuram,Tamil Nadu,4.71
2025-08-06,2025,8,32,218,Villupuram,Tamil Nadu,20.08
2025-08-07,2025,8,32,219,Villupuram,Tamil Nadu,1.69
2025-08-08,2025,8,32,220,Villupuram,Tamil Nadu,7.37
2025-08-09,2025,8,32,221,Villupuram,Tamil Nadu,9.3
2025-08-10,2025,8,32,222,Villupuram,Tamil Nadu,11.09
2025-08-11,2025,8,33,223,Villupuram,Tamil Nadu,14.68
2025-08-12,2025,8,33,224,Villupuram,Tamil Nadu,2.44
2025-08-13,2025,8,33,225,Villupuram,Tamil Nadu,7.31
2025-08-14,2025,8,33,226,Villupuram,Tamil Nadu,22.06
2025-08-15,2025,8,33,227,Villupuram,Tamil Nadu,18.43
2025-08-16,2025,8,33,228,Villupuram,Tamil Nadu,7.17
2025-08-17,2025,8,33,229,Villupuram,Tamil Nadu,2.54
2025-08-18,2025,8,34,230,Villupuram,Tamil Nadu,6.01
2025-08-19,2025,8,34,231,Villupuram,Tamil Nadu,3.51
2025-08-20,2025,8,34,232,Villupuram,Tamil Nadu,9.17
2025-08-21,2025,8,34,233,Villupuram,Tamil Nadu,6.96
2025-08-22,2025,8,34,234,Villupuram,Tamil Nadu,1.31
2025-08-23,2025,8,34,235,Villupuram,Tamil Nadu,4.09
2025-08-24,2025,8,34,236,Villupuram,Tamil Nadu,24.15
2025-08-25,2025,8,35,237,Villupuram,Tamil Nadu,12.51
2025-08-26,2025,8,35,238,Villupuram,Tamil Nadu,4.31
2025-08-27,2025,8,35,239,Villupuram,Tamil Nadu,15.97
2025-08-28,2025,8,35,240,Villupuram,Tamil Nadu,5.25
2025-08-29,2025,8,35,241,Villupuram,Tamil Nadu,5.38
2025-08-30,2025,8,35,242,Villupuram,Tamil Nadu,13.58
2025-08-31,2025,8,35,243,Villupuram,Tamil Nadu,10.54
2025-09-01,2025,9,36,244,Villupuram,Tamil Nadu,0.1
2025-09-02,2025,9,36,245,Villupuram,Tamil Nadu,3.98
2025-09-03,2025,9,36,246,Villupuram,Tamil Nadu,0.05
2025-09-04,2025,9,36,247,Villupuram,Tamil Nadu,6.39
2025-09-05,2025,9,36,248,Villupuram,Tamil Nadu,4.69
2025-09-06,2025,9,36,249,Villupuram,Tamil Nadu,2.31
2025-09-07,2025,9,36,250,Villupuram,Tamil Nadu,34.62
2025-09-08,2025,9,37,251,Villupuram,Tamil Nadu,1.11
2025-09-09,2025,9,37,252,Villupuram,Tamil Nadu,17.51
2025-09-10,2025,9,37,253,Villupuram,Tamil Nadu,22.24
2025-09-11,2025,9,37,254,Villupuram,Tamil Nadu,17.3
2025-09-12,2025,9,37,255,Villupuram,Tamil Nadu,4.81
2025-09-13,2025,9,37,256,Villupuram,Tamil Nadu,28.73
2025-09-14,2025,9,37,257,Villupuram,Tamil Nadu,0.1
2025-09-15,2025,9,38,258,Villupuram,Tamil Nadu,2.84
2025-09-16,2025,9,38,259,Villupuram,Tamil Nadu,1.22
2025-09-17,2025,9,38,260,Villupuram,Tamil Nadu,1.34
2025-09-18,2025,9,38,261,Villupuram,Tamil Nadu,10.88
2025-09-19,2025,9,38,262,Villupuram,Tamil Nadu,2.52
2025-09-20,2025,9,38,263,Villupuram,Tamil Nadu,4.01
2025-09-21,2025,9,38,264,Villupuram,Tamil Nadu,7.39
2025-09-22,2025,9,39,265,Villupuram,Tamil Nadu,12.27
2025-09-23,2025,9,39,266,Villupuram,Tamil Nadu,2.72
2025-09-24,2025,9,39,267,Villupuram,Tamil Nadu,14.17
2025-09-25,2025,9,39,268,Villupuram,Tamil Nadu,6.14
2025-09-26,2025,9,39,269,Villupuram,Tamil Nadu,9.84
2025-09-27,2025,9,39,270,Villupuram,Tamil Nadu,9.46
2025-09-28,2025,9,39,271,Villupuram,Tamil Nadu,17.97
2025-09-29,2025,9,40,272,Villupuram,Tamil Nadu,13.78
2025-09-30,2025,9,40,273,Villupuram,Tamil Nadu,16.61
2025-10-01,2025,10,40,274,Villupuram,Tamil Nadu,13.43
2025-10-02,2025,10,40,275,Villupuram,Tamil Nadu,1.55
2025-10-03,2025,10,40,276,Villupuram,Tamil Nadu,2.03
2025-10-04,2025,10,40,277,Villupuram,Tamil Nadu,20.77
2025-10-05,2025,10,40,278,Villupuram,Tamil Nadu,11.84
2025-10-06,2025,10,41,279,Villupuram,Tamil Nadu,0.38
2025-10-07,2025,10,41,280,Villupuram,Tamil Nadu,2.09
2025-10-08,2025,10,41,281,Villupuram,Tamil Nadu,25.19
2025-10-09,2025,10,41,282,Villupuram,Tamil Nadu,9.96
2025-10-10,2025,10,41,283,Villupuram,Tamil Nadu,1.45
2025-10-11,2025,10,41,284,Villupuram,Tamil Nadu,0.69
2025-10-12,2025,10,41,285,Villupuram,Tamil Nadu,89.68
2025-10-13,2025,10,42,286,Villupuram,Tamil Nadu,4.2
2025-10-14,2025,10,42,287,Villupuram,Tamil Nadu,12.95
2025-10-15,2025,10,42,288,Villupuram,Tamil Nadu,4.78
2025-10-16,2025,10,42,289,Villupuram,Tamil Nadu,17.23
2025-10-17,2025,10,42,290,Villupuram,Tamil Nadu,28.75
2025-10-18,2025,10,42,291,Villupuram,Tamil Nadu,7.72
2025-10-19,2025,10,42,292,Villupuram,Tamil Nadu,28.43
2025-10-20,2025,10,43,293,Villupuram,Tamil Nadu,4.21
2025-10-21,2025,10,43,294,Villupuram,Tamil Nadu,13.66
2025-10-22,2025,10,43,295,Villupuram,Tamil Nadu,2.12
2025-10-23,2025,10,43,296,Villupuram,Tamil Nadu,3.51
2025-10-24,2025,10,43,297,Villupuram,Tamil Nadu,20.52
2025-10-25,2025,10,43,298,Villupuram,Tamil Nadu,33.07
2025-10-26,2025,10,43,299,Villupuram,Tamil Nadu,15.35
2025-10-27,2025,10,44,300,Villupuram,Tamil Nadu,2.04
2025-10-28,2025,10,44,301,Villupuram,Tamil Nadu,0.3
2025-10-29,2025,10,44,302,Villupuram,Tamil Nadu,1.04
2025-10-30,2025,10,44,303,Villupuram,Tamil Nadu,4.76
2025-10-31,2025,10,44,304,Villupuram,Tamil Nadu,4.85
2025-11-01,2025,11,44,305,Villupuram,Tamil Nadu,0.53
2025-11-02,2025,11,44,306,Villupuram,Tamil Nadu,51.63
2025-11-03,2025,11,45,307,Villupuram,Tamil Nadu,9.61
2025-11-04,2025,11,45,308,Villupuram,Tamil Nadu,0.63
2025-11-05,2025,11,45,309,Villupuram,Tamil Nadu,13.51
2025-11-06,2025,11,45,310,Villupuram,Tamil Nadu,24.17
2025-11-07,2025,11,45,311,Villupuram,Tamil Nadu,3.57
2025-11-08,2025,11,45,312,Villupuram,Tamil Nadu,19.3
2025-11-09,2025,11,45,313,Villupuram,Tamil Nadu,26.08
2025-11-10,2025,11,46,314,Villupuram,Tamil Nadu,1.77
2025-11-11,2025,11,46,315,Villupuram,Tamil Nadu,6.41
2025-11-12,2025,11,46,316,Villupuram,Tamil Nadu,1.16
2025-11-13,2025,11,46,317,Villupuram,Tamil Nadu,0.26
2025-11-14,2025,11,46,318,Villupuram,Tamil Nadu,17.34
2025-11-15,2025,11,46,319,Villupuram,Tamil Nadu,1.02
2025-11-16,2025,11,46,320,Villupuram,Tamil Nadu,9.58
2025-11-17,2025,11,47,321,Villupuram,Tamil Nadu,8.03
2025-11-18,2025,11,47,322,Villupuram,Tamil Nadu,7.97
2025-11-19,2025,11,47,323,Villupuram,Tamil Nadu,26.83
2025-11-20,2025,11,47,324,Villupuram,Tamil Nadu,10.56
2025-11-21,2025,11,47,325,Villupuram,Tamil Nadu,37.82
2025-11-22,2025,11,47,326,Villupuram,Tamil Nadu,16.04
2025-11-23,2025,11,47,327,Villupuram,Tamil Nadu,7.81
2025-11-24,2025,11,48,328,Villupuram,Tamil Nadu,1.62
2025-11-25,2025,11,48,329,Villupuram,Tamil Nadu,10.63
2025-11-26,2025,11,48,330,Villupuram,Tamil Nadu,14.13
2025-11-27,2025,11,48,331,Villupuram,Tamil Nadu,36.4
2025-11-28,2025,11,48,332,Villupuram,Tamil Nadu,4.29
2025-11-29,2025,11,48,333,Villupuram,Tamil Nadu,74.91
2025-11-30,2025,11,48,334,Villupuram,Tamil Nadu,0.77
2025-12-01,2025,12,49,335,Villupuram,Tamil Nadu,2.9
2025-12-02,2025,12,49,336,Villupuram,Tamil Nadu,43.69
2025-12-03,2025,12,49,337,Villupuram,Tamil Nadu,6.4
